reviewer_name,Review Title,Place of Review,Up Votes,Down Votes,Month,review_text,rating,Review_Title,Place_of_Review,Date_of_Review,Up_Votes,Down_Votes,review_title,place_of_review,Date_of_review,up_votes,Down_votes,sentiment,cleaned_review
Flipkart Customer,,,,,,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,,,,,,Highly recommended,"Certified Buyer, Sri Ganganagar",Flipkart Customer,89.0,27.0,1,great test great quality great price point time deliver best option red tea lover
DTH Y,,,,,,Nice 😊READ MORE,4.0,,,,,,Very Good,"Certified Buyer, Phaltan",DTH Y,30.0,6.0,1,nice
Bhavesh Godhani,,,,,,Very Good Tata tea product.READ MORE,5.0,,,,,,Classy product,"Certified Buyer, Ahmedabad",Bhavesh Godhani,69.0,22.0,1,good tata tea product
Omm Prakash ,,,,,,Nice for red tea.Valeu for moneyREAD MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Dhamanagar",Omm Prakash ,26.0,5.0,1,nice red teavaleu money
Ritu Raj,,,,,,niceREAD MORE,4.0,,,,,,Good choice,"Certified Buyer, Katihar District",Ritu Raj,19.0,4.0,1,nice
Arun Saini,,,,,,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,,,,,,Terrible product,"Certified Buyer, Haridwar",Arun Saini,13.0,2.0,0,tata gold v tata tea premiumtata tea premium good
Amitabh Shahi,,,,,,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,,,,,,Just wow!,"Certified Buyer, Darbhanga",Amitabh Shahi,32.0,10.0,1,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brand
Rohan  Bhowmik ,,,,,,Very good product.READ MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Paschim Medinipur District",Rohan  Bhowmik ,69.0,29.0,1,good product
Subhro  Banerjee,,,,,,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,,,,,,Worth every penny,"Certified Buyer, Budge Budge",Subhro  Banerjee,236.0,59.0,1,great product great deal tata tea gold best till since used
Shiv chandra  Jha,,,,,,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,,,,,,Great product,"Certified Buyer, Saharsa",Shiv chandra  Jha,225.0,79.0,1,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster delivery
Flipkart Customer,,,,,,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,,,,,,Highly recommended,"Certified Buyer, Sri Ganganagar",Flipkart Customer,89.0,27.0,1,great test great quality great price point time deliver best option red tea lover
DTH Y,,,,,,Nice 😊READ MORE,4.0,,,,,,Very Good,"Certified Buyer, Phaltan",DTH Y,30.0,6.0,1,nice
Bhavesh Godhani,,,,,,Very Good Tata tea product.READ MORE,5.0,,,,,,Classy product,"Certified Buyer, Ahmedabad",Bhavesh Godhani,69.0,22.0,1,good tata tea product
Omm Prakash ,,,,,,Nice for red tea.Valeu for moneyREAD MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Dhamanagar",Omm Prakash ,26.0,5.0,1,nice red teavaleu money
Ritu Raj,,,,,,niceREAD MORE,4.0,,,,,,Good choice,"Certified Buyer, Katihar District",Ritu Raj,19.0,4.0,1,nice
Arun Saini,,,,,,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,,,,,,Terrible product,"Certified Buyer, Haridwar",Arun Saini,13.0,2.0,0,tata gold v tata tea premiumtata tea premium good
Amitabh Shahi,,,,,,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,,,,,,Just wow!,"Certified Buyer, Darbhanga",Amitabh Shahi,32.0,10.0,1,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brand
Rohan  Bhowmik ,,,,,,Very good product.READ MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Paschim Medinipur District",Rohan  Bhowmik ,69.0,29.0,1,good product
Subhro  Banerjee,,,,,,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,,,,,,Worth every penny,"Certified Buyer, Budge Budge",Subhro  Banerjee,235.0,59.0,1,great product great deal tata tea gold best till since used
Shiv chandra  Jha,,,,,,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,,,,,,Great product,"Certified Buyer, Saharsa",Shiv chandra  Jha,225.0,79.0,1,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster delivery
Flipkart Customer,,,,,,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,,,,,,Highly recommended,"Certified Buyer, Sri Ganganagar",Flipkart Customer,89.0,27.0,1,great test great quality great price point time deliver best option red tea lover
DTH Y,,,,,,Nice 😊READ MORE,4.0,,,,,,Very Good,"Certified Buyer, Phaltan",DTH Y,30.0,6.0,1,nice
Bhavesh Godhani,,,,,,Very Good Tata tea product.READ MORE,5.0,,,,,,Classy product,"Certified Buyer, Ahmedabad",Bhavesh Godhani,69.0,22.0,1,good tata tea product
Omm Prakash ,,,,,,Nice for red tea.Valeu for moneyREAD MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Dhamanagar",Omm Prakash ,26.0,5.0,1,nice red teavaleu money
Ritu Raj,,,,,,niceREAD MORE,4.0,,,,,,Good choice,"Certified Buyer, Katihar District",Ritu Raj,19.0,4.0,1,nice
Arun Saini,,,,,,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,,,,,,Terrible product,"Certified Buyer, Haridwar",Arun Saini,13.0,2.0,0,tata gold v tata tea premiumtata tea premium good
Amitabh Shahi,,,,,,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,,,,,,Just wow!,"Certified Buyer, Darbhanga",Amitabh Shahi,32.0,10.0,1,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brand
Rohan  Bhowmik ,,,,,,Very good product.READ MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Paschim Medinipur District",Rohan  Bhowmik ,69.0,29.0,1,good product
Subhro  Banerjee,,,,,,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,,,,,,Worth every penny,"Certified Buyer, Budge Budge",Subhro  Banerjee,235.0,59.0,1,great product great deal tata tea gold best till since used
Shiv chandra  Jha,,,,,,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,,,,,,Great product,"Certified Buyer, Saharsa",Shiv chandra  Jha,225.0,79.0,1,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster delivery
Flipkart Customer,,,,,,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,,,,,,Highly recommended,"Certified Buyer, Sri Ganganagar",Flipkart Customer,89.0,27.0,1,great test great quality great price point time deliver best option red tea lover
DTH Y,,,,,,Nice 😊READ MORE,4.0,,,,,,Very Good,"Certified Buyer, Phaltan",DTH Y,30.0,6.0,1,nice
Bhavesh Godhani,,,,,,Very Good Tata tea product.READ MORE,5.0,,,,,,Classy product,"Certified Buyer, Ahmedabad",Bhavesh Godhani,69.0,22.0,1,good tata tea product
Omm Prakash ,,,,,,Nice for red tea.Valeu for moneyREAD MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Dhamanagar",Omm Prakash ,26.0,5.0,1,nice red teavaleu money
Ritu Raj,,,,,,niceREAD MORE,4.0,,,,,,Good choice,"Certified Buyer, Katihar District",Ritu Raj,19.0,4.0,1,nice
Arun Saini,,,,,,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,,,,,,Terrible product,"Certified Buyer, Haridwar",Arun Saini,13.0,2.0,0,tata gold v tata tea premiumtata tea premium good
Amitabh Shahi,,,,,,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,,,,,,Just wow!,"Certified Buyer, Darbhanga",Amitabh Shahi,32.0,10.0,1,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brand
Rohan  Bhowmik ,,,,,,Very good product.READ MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Paschim Medinipur District",Rohan  Bhowmik ,69.0,29.0,1,good product
Subhro  Banerjee,,,,,,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,,,,,,Worth every penny,"Certified Buyer, Budge Budge",Subhro  Banerjee,235.0,59.0,1,great product great deal tata tea gold best till since used
Shiv chandra  Jha,,,,,,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,,,,,,Great product,"Certified Buyer, Saharsa",Shiv chandra  Jha,225.0,79.0,1,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster delivery
Flipkart Customer,,,,,,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,,,,,,Highly recommended,"Certified Buyer, Sri Ganganagar",Flipkart Customer,89.0,27.0,1,great test great quality great price point time deliver best option red tea lover
DTH Y,,,,,,Nice 😊READ MORE,4.0,,,,,,Very Good,"Certified Buyer, Phaltan",DTH Y,30.0,6.0,1,nice
Bhavesh Godhani,,,,,,Very Good Tata tea product.READ MORE,5.0,,,,,,Classy product,"Certified Buyer, Ahmedabad",Bhavesh Godhani,69.0,22.0,1,good tata tea product
Omm Prakash ,,,,,,Nice for red tea.Valeu for moneyREAD MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Dhamanagar",Omm Prakash ,26.0,5.0,1,nice red teavaleu money
Ritu Raj,,,,,,niceREAD MORE,4.0,,,,,,Good choice,"Certified Buyer, Katihar District",Ritu Raj,19.0,4.0,1,nice
Arun Saini,,,,,,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,,,,,,Terrible product,"Certified Buyer, Haridwar",Arun Saini,13.0,2.0,0,tata gold v tata tea premiumtata tea premium good
Amitabh Shahi,,,,,,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,,,,,,Just wow!,"Certified Buyer, Darbhanga",Amitabh Shahi,32.0,10.0,1,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brand
Rohan  Bhowmik ,,,,,,Very good product.READ MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Paschim Medinipur District",Rohan  Bhowmik ,69.0,29.0,1,good product
Subhro  Banerjee,,,,,,Great product 🤗 with great deals 😍😍 Tata Tea Gold is best till now since I used it . ❤️READ MORE,5.0,,,,,,Worth every penny,"Certified Buyer, Budge Budge",Subhro  Banerjee,236.0,59.0,1,great product great deal tata tea gold best till since used
Shiv chandra  Jha,,,,,,Very nice and super qwality tea taste are greater so i am really empress your service and qwality price some one high but I don't compare price and choices so i am so happy to choose this product thank you very much ekart and his seller's to faster deliveryREAD MORE,5.0,,,,,,Great product,"Certified Buyer, Saharsa",Shiv chandra  Jha,225.0,79.0,1,nice super qwality tea taste greater really empress service qwality price one high dont compare price choice happy choose product thank much ekart seller faster delivery
Flipkart Customer,,,,,,Great test great quality great price point time to deliver 👍 best option for red tea lover ☺️READ MORE,5.0,,,,,,Highly recommended,"Certified Buyer, Sri Ganganagar",Flipkart Customer,89.0,27.0,1,great test great quality great price point time deliver best option red tea lover
DTH Y,,,,,,Nice 😊READ MORE,4.0,,,,,,Very Good,"Certified Buyer, Phaltan",DTH Y,30.0,6.0,1,nice
Bhavesh Godhani,,,,,,Very Good Tata tea product.READ MORE,5.0,,,,,,Classy product,"Certified Buyer, Ahmedabad",Bhavesh Godhani,69.0,22.0,1,good tata tea product
Omm Prakash ,,,,,,Nice for red tea.Valeu for moneyREAD MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Dhamanagar",Omm Prakash ,26.0,5.0,1,nice red teavaleu money
Ritu Raj,,,,,,niceREAD MORE,4.0,,,,,,Good choice,"Certified Buyer, Katihar District",Ritu Raj,19.0,4.0,1,nice
Arun Saini,,,,,,Tata Gold  Vs Tata Tea Premium👍Tata Tea Premium Is GoodREAD MORE,1.0,,,,,,Terrible product,"Certified Buyer, Haridwar",Arun Saini,13.0,2.0,0,tata gold v tata tea premiumtata tea premium good
Amitabh Shahi,,,,,,I believe that it's the best packaged tea in the market. The taste is something you would cherish for long after having a cup of tea. Long leaves give an enchanting aroma which draws you in the kitchen while tea brews. Packaging is of high quality and appealing. The packaging colour is golden to reflect GOLD. Buy once and you will forget other brands.READ MORE,5.0,,,,,,Just wow!,"Certified Buyer, Darbhanga",Amitabh Shahi,32.0,10.0,1,believe best packaged tea market taste something would cherish long cup tea long leaf give enchanting aroma draw kitchen tea brew packaging high quality appealing packaging colour golden reflect gold buy forget brand
Rohan  Bhowmik ,,,,,,Very good product.READ MORE,5.0,,,,,,Simply awesome,"Certified Buyer, Paschim Medinipur District",Rohan  Bhowmik ,69.0,29.0,1,good product
